DRX	Juhan	15	6	9	40%	1.13	3.07	4.8	1.93	161	5.07	9.8	309	8.2k	257.5	67.9%	13%	17.8%	5	Sejuani, Lee Sin, Wukong
DRX	Pleata	6	1	5	16.7%	3.17	2.5	2.17	2.13	264.83	8.49	12.2	391	14.2k	454.8	76.2%	45.2%	23.9%	3	Lucian, Xayah, Caitlyn
Gen.G	Chovy	43	30	13	69.8%	3.6	1.51	5.63	6.11	301.91	9.18	14.1	429	21.1k	641.6	65.9%	25.7%	22.7%	16	Taliyah, Azir, Sylas
Gen.G	Delight	43	30	13	69.8%	0.84	1.84	9.74	5.76	29.3	0.89	8.4	255	7k	212.5	75.6%	6%	13.5%	14	Lulu, Karma, Heimerdinger
Gen.G	Doran	43	30	13	69.8%	2.44	2.3	5.7	3.54	274.07	8.33	13.4	407	16.6k	506.1	58.1%	17.4%	21.5%	10	K'Sante, Gnar, Jayce
Gen.G	Peanut	43	30	13	69.8%	2.26	2.37	7.21	3.99	182.63	5.55	11.1	339	10.6k	322.8	67.6%	16.1%	17.9%	8	Wukong, Vi, Sejuani
Gen.G	Peyz	43	30	13	69.8%	4.86	1.58	4.67	6.03	328.56	9.99	15.2	461	20.8k	632.4	68.1%	34.7%	24.4%	10	Zeri, Varus, Lucian
Hanwha Life Esports	Clid	45	24	21	53.3%	2.02	2.56	4.31	2.48	176.62	5.24	10.8	321	10k	297.7	63.5%	20.3%	17.9%	9	Vi, Sejuani, Lee Sin
Hanwha Life Esports	Kingen	45	24	21	53.3%	1.38	2.2	3.69	2.3	268.82	7.98	12.6	375	13.4k	399.2	50.8%	13.8%	20.9%	11	Gnar, K'Sante, Sion
Hanwha Life Esports	Life	45	24	21	53.3%	0.76	2.22	6.33	3.19	25.51	0.76	8	238	6.7k	198	71%	7.6%	13.3%	12	Lulu, Heimerdinger, Lux
Hanwha Life Esports	Viper	45	24	21	53.3%	2.89	1.53	3.89	4.42	335.4	9.95	14.8	439	21.5k	639.2	67.9%	29%	24.5%	8	Zeri, Varus, Caitlyn
Hanwha Life Esports	ZEKA	45	24	21	53.3%	2.93	2	3.51	3.22	318.89	9.46	14	416	19.8k	586.9	64.6%	29.4%	23.3%	17	Azir, Sylas, Kassadin
KT Rolster	Aiming	43	28	15	65.1%	3.79	1.19	3.91	6.49	319.74	10.21	14.5	463	17.9k	573	66.5%	32.7%	25.2%	10	Zeri, Ezreal, Varus
KT Rolster	Bdd	43	28	15	65.1%	3.05	1.4	4.28	5.25	271.16	8.66	12.5	399	15k	478.8	63.3%	26.3%	21.7%	15	Azir, Ryze, Taliyah
KT Rolster	Cuzz	43	28	15	65.1%	2.12	1.67	5.84	4.75	178.65	5.7	10.4	332	9k	286.5	68.7%	18.3%	18.1%	8	Wukong, Sejuani, Vi
KT Rolster	Kiin	43	28	15	65.1%	2.14	1.49	4.02	4.14	275.53	8.8	12.7	406	15k	477.4	53.2%	18.5%	22.1%	13	Renekton, Jax, K'Sante
KT Rolster	Lehends	43	28	15	65.1%	0.49	1.98	7.51	4.05	24.26	0.77	7.4	236	5.3k	169.8	69.1%	4.2%	12.8%	13	Karma, Lulu, Nami
Kwangdong Freecs	BuLLDoG	45	17	28	37.8%	2.04	2.47	3.82	2.38	295.09	8.82	13	388	19.1k	569.6	63.8%	22.2%	22.1%	16	Taliyah, Viktor, Sylas
Kwangdong Freecs	DuDu	45	17	28	37.8%	2.2	2.44	2.82	2.05	296.58	8.86	13.3	398	14.9k	444.9	54.6%	23.9%	22.6%	10	K'Sante, Renekton, Fiora
Kwangdong Freecs	Taeyoon	45	17	28	37.8%	2.76	2.49	3.6	2.55	325.67	9.73	14.1	420	18.3k	547.7	69.1%	30%	23.9%	11	Zeri, Varus, Ezreal
Kwangdong Freecs	YoungJae	45	17	28	37.8%	1.8	2.22	4.64	2.9	186.6	5.57	10.7	320	9.6k	287.2	70%	19.6%	18.2%	6	Sejuani, Wukong, Maokai
Kwangdong Freecs	Jun	24	8	16	33.3%	0.42	2.54	5.58	2.36	29.63	0.91	7.8	239	8.1k	249.3	68.6%	4.8%	13.6%	6	Karma, Heimerdinger, Lulu
Kwangdong Freecs	Moham	21	9	12	42.9%	0.38	2.76	7.14	2.72	30.62	0.89	7.8	227	6.9k	200.5	77.5%	3.9%	12.8%	11	Lulu, Yuumi, Lux
Liiv SANDBOX	Burdol	47	24	23	51.1%	1.94	2.13	3.23	2.43	285.87	8.68	12.7	385	15.3k	465.1	49.1%	18.4%	21.8%	9	Gnar, K'Sante, Jax
Liiv SANDBOX	Clozer	47	24	23	51.1%	2.3	2.51	3.91	2.47	299.36	9.09	13	395	17k	517.4	59%	21.8%	22.4%	12	Azir, Sylas, Akali
Liiv SANDBOX	Envyy	47	24	23	51.1%	3.15	2.15	3.66	3.17	310.19	9.42	13.7	417	18.4k	559.5	64.6%	29.9%	23.6%	11	Varus, Lucian, Zeri
Liiv SANDBOX	Kael	47	24	23	51.1%	1.02	2.13	7	3.77	28.45	0.86	8	242	7.5k	229.3	76.2%	9.7%	13.7%	16	Heimerdinger, Nami, Lulu
Liiv SANDBOX	Willer	47	24	23	51.1%	2.13	2.11	5.21	3.48	185	5.62	10.7	325	9.2k	280	69.7%	20.2%	18.4%	8	Wukong, Sejuani, Vi
Nongshim RedForce	DnDn	42	9	33	21.4%	1.6	2.69	3.48	1.88	253.14	8.17	11.3	365	13.5k	437.4	57.9%	18.2%	21.8%	15	K'Sante, Jax, Renekton
Nongshim RedForce	Peter	42	9	33	21.4%	0.6	2.1	6.38	3.33	24.24	0.78	6.8	221	4.1k	133	79.6%	6.8%	13.2%	9	Lulu, Nami, Karma
Nongshim RedForce	Sylvie	42	9	33	21.4%	1.71	2.9	4.48	2.13	153.64	4.96	9.4	303	8.3k	267.8	70.7%	19.6%	18.1%	7	Wukong, Vi, Sejuani
Nongshim RedForce	vital	42	9	33	21.4%	2.69	2.21	3.1	2.61	298.12	9.63	12.7	411	17.7k	570.2	66%	30.7%	24.6%	9	Zeri, Lucian, Xayah
Nongshim RedForce	FIESTA	38	7	31	18.4%	2.05	3	3.45	1.83	264.39	8.43	11.7	372	16.2k	517.1	63.7%	23.8%	22.3%	14	Akali, Sylas, Syndra
Nongshim RedForce	Callme	4	2	2	50%	3.25	1.75	4.5	4.43	240.25	8.85	11	406	15.5k	569.6	77.5%	32.5%	23.2%	3	Veigar, Taliyah, Ahri
T1	Faker	43	35	8	81.4%	3.09	2.02	5.58	4.29	247.98	8.22	12.1	401	19.4k	641.4	60.5%	21.6%	20.8%	15	Azir, Gragas, Kassadin
T1	Gumayusi	43	35	8	81.4%	4	1.84	5.28	5.05	296.47	9.82	14	464	18.5k	612	64.7%	27.9%	24.1%	12	Lucian, Varus, Caitlyn
T1	Keria	43	35	8	81.4%	1.26	1.53	9.35	6.91	25.88	0.86	8.3	276	8.3k	274.8	73.9%	8.8%	14.4%	17	Nami, Ashe, Lux
T1	Oner	43	35	8	81.4%	3.02	2.07	6.88	4.79	160.14	5.31	10.7	356	9.7k	322.5	69%	21.1%	18.5%	10	Vi, Sejuani, Wukong
T1	Zeus	43	35	8	81.4%	2.98	1.86	4.12	3.81	267.88	8.88	12.8	425	16.5k	547.8	49.4%	20.7%	22.1%	13	Gnar, Jayce, Renekton
