OKSavingsBank BRION	Karis	40	8	32	20%	1.95	2.88	4.25	2.16	288.93	8.97	12.4	386	17.2k	534.2	69.3%	21.8%	22.6%	10	Azir, Orianna, Karma
OKSavingsBank BRION	GIDEON	37	8	29	21.6%	1.32	2.92	5.78	2.44	180.32	5.59	10	309	8.8k	273.2	75.8%	14.1%	18%	12	Lee Sin, Sejuani, Xin Zhao
OKSavingsBank BRION	Envyy	35	8	27	22.9%	3.37	2.91	3.17	2.25	300.51	9.2	13.3	407	22k	674.4	69.8%	36%	23.6%	12	Smolder, Zeri, Kalista
OKSavingsBank BRION	Pollu	27	7	20	25.9%	0.56	2.93	7.07	2.61	38.41	1.19	7.7	238	5.7k	177.2	72.5%	5.3%	13.8%	12	Nautilus, Rakan, Maokai
OKSavingsBank BRION	Effort	14	1	13	7.1%	0.21	3.29	4.86	1.54	45.29	1.41	7.7	240	4.8k	151.2	78.9%	3.3%	14.4%	10	Rakan, Bard, Renata Glasc
OKSavingsBank BRION	Samver	6	0	6	0%	3.5	2.33	2.17	2.43	246.5	8.4	11.4	390	15.6k	532.2	73.9%	45.7%	23.9%	5	Varus, Senna, Caitlyn
OKSavingsBank BRION	DDoiV	4	0	4	0%	1	3.75	4.25	1.4	164.75	5.24	9.2	294	8.2k	260	77.8%	14.8%	17.4%	4	Maokai, Lee Sin, Sejuani
OKSavingsBank BRION	Pullbae	1	0	1	0%	1	6	12	2.17	230	7.38	10.8	345	19.8k	636.2	81.3%	6.3%	18.4%	1	Orianna
T1	Faker	40	32	8	80%	3.78	1.93	7.2	5.7	276.58	9.03	13.4	438	19.4k	634.2	68.9%	23.7%	22%	10	Orianna, Taliyah, Corki
T1	Gumayusi	40	32	8	80%	4.25	1.9	6.5	5.66	252.3	8.23	13.9	452	20k	653	67.5%	26.7%	22.7%	13	Lucian, Senna, Varus
T1	Keria	40	32	8	80%	1.75	1.85	9.32	5.99	81.75	2.67	9.3	304	10.4k	338.4	69.5%	11%	15.3%	18	Nami, Tahm Kench, Nautilus
T1	Zeus	40	32	8	80%	3.65	2.33	4.45	3.48	281.2	9.18	13.5	441	18.5k	605.1	50.9%	22.9%	22.1%	13	Aatrox, K'Sante, Yone
T1	Oner	38	30	8	78.9%	2.39	2.47	7.95	4.18	186.05	6.07	10.9	357	9.1k	295.8	66.4%	15.4%	18%	11	Rell, Lee Sin, Nocturne
T1	Guwon	2	2	0	100%	4.5	2	11	7.75	168.5	5.51	11.5	378	11.6k	379.6	68.9%	20%	17.6%	2	Viego, Vi
