Nongshim RedForce	Ghost	42	14	28	33.3%	3.1	2.43	4.48	3.12	284.64	8.54	13.5	404	17k	510.7	69%	28.2%	23.4%	13	Aphelios, Xayah, Senna
Nongshim RedForce	Dread	38	14	24	36.8%	2.61	2.32	5.53	3.51	175.03	5.18	10.8	318	8.9k	262.7	70.7%	22.7%	18.3%	9	Wukong, Viego, Vi
Nongshim RedForce	Effort	22	6	16	27.3%	0.59	3.36	7.14	2.3	61	1.76	8.1	234	5k	145.4	71.4%	5.5%	13.5%	9	Rakan, Tahm Kench, Nami
Nongshim RedForce	SnowFlower	19	8	11	42.1%	0.63	2.84	8.26	3.13	31.95	1	7.3	228	5k	158.3	76.8%	5.5%	13.2%	9	Nautilus, Leona, Renata Glasc
Nongshim RedForce	Sylvie	4	0	4	0%	1.75	2.75	3.5	1.91	148.25	5.14	8.9	308	5.8k	200.7	87.5%	29.2%	19.1%	2	Viego, Poppy
Nongshim RedForce	Peter	1	0	1	0%	0	1	2	2	5	0.16	5.7	185	4.6k	148.7	66.7%	0%	12.2%	1	Yuumi
T1	Faker	44	31	13	70.5%	2.2	1.93	5.84	4.16	281.14	8.73	13.1	408	16.9k	526	65.1%	17.8%	21.7%	15	Azir, Galio, Lissandra
T1	Gumayusi	44	31	13	70.5%	3.52	1.95	5.27	4.5	292.7	9.09	14.5	449	16.9k	525.5	71.1%	28.5%	23.9%	12	Draven, Zeri, Aphelios
T1	Keria	44	31	13	70.5%	0.82	1.86	7.59	4.51	56.77	1.76	8.2	256	6k	186.2	68%	6.6%	13.6%	21	Nautilus, Tahm Kench, Renata Glasc
T1	Oner	44	31	13	70.5%	2.89	2.07	6.3	4.44	188.93	5.87	11.4	354	9.4k	291.5	74.3%	23.3%	18.8%	10	Lee Sin, Viego, Wukong
T1	Zeus	44	31	13	70.5%	2.93	2.59	5.45	3.24	259.3	8.05	13.3	414	17.8k	551.5	67.8%	23.7%	22%	13	Gnar, Gangplank, Gwen
